,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,bathrooms_bedrooms_avg,price_category
1641,1,625,578,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.0,Bajo
2014,0,966,610,Raleigh,NC,35.9003,-78.7061,RentDigs.com,0,1,0,1,0,0,0,0,1,1,0,0,1.0,Bajo
3253,1,2600,700,Kirkland,WA,47.6869,-122.1896,RentDigs.com,0,0,0,1,0,1,0,1,0,0,1,1,1.0,Alto
6363,0,1550,960,Pittsburgh,PA,40.4667,-79.95,RentDigs.com,0,0,0,0,0,0,0,0,1,0,0,0,1.0,Alto
905,1,1395,500,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,0,0,0,0,0,1,0,0,1,0,1.0,Medio
631,1,1495,450,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Alto
7520,1,1118,1144,Cary,NC,35.7589,-78.778,RentDigs.com,0,1,0,0,0,1,1,0,0,1,0,0,2.0,Medio
6615,0,1850,1000,Atlantic Highlands,NJ,40.4053,-74.0377,RentDigs.com,1,0,1,0,0,0,1,0,0,1,1,0,1.5,Alto
1974,0,1720,604,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
162,0,575,250,Winter Springs,FL,28.681,-81.2808,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
4998,1,1200,810,Anoka,MN,45.2835,-93.3871,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Medio
7046,1,976,1067,Sheboygan,WI,43.7545,-87.7404,RentLingo,0,0,1,0,0,0,0,1,1,0,1,0,1.5,Bajo
8728,1,1749,1662,Lexington,SC,33.9531,-81.2381,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Alto
7899,1,1295,1225,Omaha,NE,41.2562,-96.0404,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
4713,0,959,793,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Bajo
875,1,1375,496,Minneapolis,MN,44.9855,-93.3023,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.5,Medio
1431,1,1030,552,Indianapolis,IN,39.7953,-86.1387,RentLingo,1,0,1,0,1,0,1,1,0,0,1,0,1.0,Medio
4643,0,1634,788,Denver,CO,39.698,-105.1559,RentDigs.com,0,0,0,0,0,0,0,1,0,1,0,1,1.0,Alto
5080,1,1600,820,Vacaville,CA,38.3622,-121.9712,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
5783,1,1166,895,Wexford,PA,40.617,-80.0641,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
8432,1,2450,1446,Fort Lauderdale,FL,26.1343,-80.233,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
6436,1,1115,970,Penns Grove,NJ,39.707,-75.4467,RentDigs.com,0,1,1,0,1,1,1,0,1,1,1,1,1.5,Medio
8881,1,1599,1868,Charlotte,NC,35.2016,-80.8124,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
6558,1,945,994,Elwood,IN,40.2755,-85.8385,RentLingo,1,0,1,0,0,0,1,1,1,0,1,0,1.5,Bajo
8918,1,1399,1913,Glendale,AZ,33.5944,-112.1837,RentLingo,0,0,1,0,1,0,0,0,1,0,1,0,3.0,Medio
2856,0,830,670,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Bajo
1861,1,1050,600,Littleton,CO,39.5816,-105.0387,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
2659,1,625,655,Columbia,SC,34.0505,-81.0098,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
3384,1,895,700,Kansas City,MO,39.0744,-94.5521,RentLingo,1,0,1,0,1,0,1,1,1,1,1,0,1.0,Bajo
8834,0,1595,1800,Saint George,UT,37.0835,-113.5823,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
9028,1,5250,2138,Boston,MA,42.328,-71.071,RentLingo,0,0,1,1,0,0,0,1,0,0,1,0,3.5,Alto
6836,0,4505,1030,Boston,MA,42.328,-71.071,RentDigs.com,0,0,0,0,0,0,0,0,0,1,0,0,2.0,Alto
7204,0,2895,1100,Redondo Beach,CA,33.852,-118.3759,RentLingo,0,0,0,0,0,0,0,0,0,0,0,1,2.0,Alto
4733,1,1775,796,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,1,1,0,1,1,0,1.0,Alto
3331,1,1095,700,Portland,OR,45.4839,-122.6379,Other,0,0,0,0,0,0,0,0,1,0,1,0,1.0,Medio
8309,0,2208,1385,Pittsburgh,PA,40.4448,-79.9725,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
7757,1,1950,1200,Cincinnati,OH,39.1679,-84.4933,RentLingo,0,0,0,0,0,0,0,0,0,0,1,0,2.0,Alto
7203,0,2900,1100,Culver City,CA,34.0075,-118.3941,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
2096,0,820,619,North Sioux City,SD,42.5281,-96.5033,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2003,1,1355,609,Houston,TX,29.7714,-95.4343,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,1.0,Medio
7867,1,1349,1216,Douglasville,GA,33.7218,-84.744,RentLingo,0,0,1,1,0,0,0,0,1,0,0,0,2.5,Medio
8969,1,1200,2004,Tuscaloosa,AL,33.1932,-87.5349,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Medio
7016,0,915,1060,Loves Park,IL,42.3334,-89.0299,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
5017,1,1277,812,Silver Spring,MD,39.065,-76.9815,RentDigs.com,0,1,1,0,0,1,0,0,1,1,0,0,1.0,Medio
546,1,814,426,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
1449,0,1125,558,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Medio
7165,0,1131,1093,Cumming,GA,34.2027,-84.0733,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,2.0,Medio
2610,1,1034,651,Lawrenceville,GA,33.9569,-84.0214,RentLingo,0,0,0,1,0,0,0,0,1,1,0,0,1.0,Medio
1900,1,795,600,Charleston,WV,38.3454,-81.6219,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
8122,0,2750,1300,Jamaica Plain,MA,42.2947,-71.1305,Other,0,0,0,0,0,0,0,1,0,0,0,0,2.0,Alto
2757,1,835,662,Monroeville,PA,40.4261,-79.7631,RentDigs.com,0,0,0,1,0,0,0,0,0,0,0,0,1.0,Bajo
6124,1,1000,930,Grand Forks,ND,47.9179,-97.0658,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
1885,1,850,600,Fort Worth,TX,32.7407,-97.3394,RentLingo,1,1,1,1,1,0,1,1,1,1,1,0,1.0,Bajo
9073,1,7240,2283,Denver,CO,39.736,-104.9819,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
5738,1,1784,889,Salem,NH,42.7911,-71.2193,RentLingo,0,0,1,0,0,0,0,1,1,1,1,0,2.0,Alto
7814,0,860,1200,Bossier City,LA,32.4865,-93.6726,RentDigs.com,0,0,0,1,0,0,0,0,0,1,0,0,2.5,Bajo
5890,0,1030,900,Big Rapids,MI,43.7012,-85.4657,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
2097,0,810,619,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,0,0,0,1,0,0,0,0,0,1,1.0,Bajo
8575,0,1691,1526,Alpharetta,GA,34.0791,-84.2039,RentDigs.com,0,1,0,1,0,0,1,0,1,1,0,1,2.5,Alto
5692,1,750,880,Lafayette,IN,40.3613,-86.9005,RentLingo,0,0,1,0,1,0,0,1,1,0,1,1,2.0,Bajo
499,1,699,415,Birmingham,AL,33.5137,-86.7893,RentLingo,0,0,0,0,0,0,0,1,0,0,1,0,0.5,Bajo
5624,1,2520,875,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
836,1,1485,489,Santee,CA,32.8479,-116.9881,RentLingo,1,0,1,0,0,0,1,1,0,1,1,0,1.0,Alto
3471,0,3608,704,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
4697,0,2084,792,Dallas,TX,32.9661,-96.7988,RentDigs.com,0,0,0,0,0,0,0,1,0,1,0,0,2.5,Alto
6280,1,1050,950,Columbus,OH,39.9974,-82.9829,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,2.0,Medio
8197,1,1620,1324,Clinton Township,MI,42.584,-82.9273,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
2171,1,1009,624,Ann Arbor,MI,42.2711,-83.745,RentLingo,0,1,1,0,0,0,0,0,1,1,1,1,1.0,Bajo
8519,0,2900,1500,Pasadena,CA,34.1375,-118.1656,RentDigs.com,0,0,0,1,0,0,0,1,1,0,0,0,2.0,Alto
5678,0,1650,880,West Lafayette,IN,40.4969,-86.9659,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,2.5,Alto
8473,1,960,1470,West Lafayette,IN,40.4969,-86.9659,RentLingo,0,0,1,0,1,0,0,0,1,0,1,0,3.0,Bajo
398,0,1085,400,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
2010,1,1745,610,West Covina,CA,34.0524,-117.9132,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
5166,1,1700,827,Woodbridge,VA,38.6487,-77.3152,RentLingo,0,0,1,0,0,0,0,1,1,1,1,0,1.0,Alto
5871,1,1300,900,Columbus,OH,39.9974,-82.9829,RentLingo,1,0,0,0,0,0,1,1,0,0,1,0,2.0,Medio
9043,1,2575,2176,Oregon City,OR,45.3402,-122.5586,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
1283,1,805,540,Bloomington,IN,39.1471,-86.5136,RentLingo,1,0,1,0,1,0,1,1,0,1,1,0,1.0,Bajo
9117,0,1745,2489,Missoula,MT,46.8587,-114.041,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
8408,0,1150,1429,Norman,OK,35.2441,-97.4144,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Medio
4256,1,931,754,Tucson,AZ,32.3229,-110.9864,RentLingo,1,0,1,0,0,0,1,1,1,1,1,0,1.0,Bajo
1836,1,1350,600,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.0,Medio
8863,1,1525,1835,Loganville,GA,33.81,-83.8894,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Alto
1019,1,850,507,Norwich,CT,41.5506,-72.0272,RentLingo,1,1,0,0,0,0,1,1,0,0,1,0,1.0,Bajo
7471,0,1685,1135,Mansfield,TX,32.4797,-96.9807,RentDigs.com,0,0,0,0,0,0,0,1,0,1,0,0,2.0,Alto
1326,1,895,546,Kissimmee,FL,28.279,-81.4156,RentLingo,1,1,1,0,1,0,1,1,1,1,1,1,1.0,Bajo
6387,0,1209,963,Clermont,FL,28.5401,-81.7602,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,1,1.0,Medio
475,1,1450,410,Fort Belvoir,VA,38.7128,-77.1561,RentLingo,0,0,0,0,0,0,0,1,0,1,0,0,1.5,Medio
2810,0,1425,667,Bellevue,WA,47.6124,-122.1427,RentDigs.com,0,0,0,0,0,1,0,0,1,0,0,0,1.0,Medio
7746,0,2805,1200,Orange,CA,33.8,-117.8367,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
1651,1,450,579,Houston,TX,29.7714,-95.4343,RentLingo,0,0,1,0,1,0,0,1,0,0,1,1,1.0,Bajo
8875,0,1450,1852,Gardendale,AL,33.6683,-86.8252,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Medio
1169,1,515,525,Tulsa,OK,36.116,-95.9281,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2528,1,1091,650,Houston,TX,29.7714,-95.4343,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Medio
1206,1,1195,530,Danbury,CT,41.4029,-73.4637,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
6256,0,1450,950,South Burlington,VT,44.4613,-73.1972,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,1.5,Medio
6703,1,791,1002,Fond Du Lac,WI,43.7815,-88.4411,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,1.5,Bajo
5469,1,5095,851,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.0,Alto
9216,1,1799,3740,Maricopa,AZ,32.9749,-112.0905,RentLingo,0,0,1,0,1,0,0,0,1,0,1,0,3.5,Alto
7936,0,1645,1239,Miamisburg,OH,39.6309,-84.2621,RentDigs.com,0,1,0,0,0,1,0,0,1,1,0,0,2.0,Alto
6507,1,1103,980,Euless,TX,32.8255,-97.1039,RentDigs.com,1,1,1,1,1,1,0,0,1,0,1,1,1.5,Medio
867,0,1495,495,Long Beach,CA,33.7815,-118.1934,RentDigs.com,0,0,1,0,0,0,0,0,0,0,1,0,0.5,Alto
2974,0,1027,677,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Medio
5236,0,1950,834,Encino,CA,34.164,-118.4984,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
5093,0,1115,820,Cockeysville,MD,39.4915,-76.6609,RentDigs.com,0,0,0,0,0,0,0,0,1,1,0,1,1.0,Medio
5433,1,925,850,Kansas City,MO,39.0744,-94.5521,RentLingo,1,0,0,0,0,0,1,1,0,0,1,0,1.5,Bajo
541,1,2135,426,Washington,DC,38.9118,-77.0132,RentLingo,1,1,1,0,1,0,1,1,1,0,1,0,1.0,Alto
5195,0,1475,830,Denville,NJ,40.8861,-74.4847,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
1132,0,930,523,Urbana,IL,40.1171,-88.1889,RentLingo,0,0,1,0,0,0,0,1,1,0,0,0,1.5,Bajo
9087,0,2750,2328,Bradley,CA,35.7552,-120.977,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,3.5,Alto
8134,0,1700,1300,Bloomington,IN,39.1471,-86.5136,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
6354,1,1073,958,Marietta,GA,33.9386,-84.6151,RentDigs.com,0,1,1,1,0,1,1,0,1,1,0,0,2.0,Medio
8618,1,1349,1564,Clayton,NC,35.6101,-78.4715,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Medio
3390,0,850,700,Grand Junction,CO,39.0804,-108.5423,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
7429,1,3145,1129,West New York,NJ,40.789,-74.0122,RentDigs.com,0,0,0,0,0,1,1,1,1,1,0,0,2.0,Alto
2962,0,960,676,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
4155,0,925,750,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Bajo
3259,0,2350,700,Berkeley,CA,37.8726,-122.2707,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
7954,0,2895,1246,Dublin,CA,37.7147,-121.93,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
6034,0,1365,916,Colorado Springs,CO,38.8562,-104.772,Other,0,1,0,1,0,1,0,0,0,1,0,0,2.0,Medio
6695,1,2875,1002,Jersey City,NJ,40.722,-74.0644,RentDigs.com,0,0,0,0,0,1,0,0,1,0,0,0,2.0,Alto
9178,1,1549,2982,Indianapolis,IN,39.7953,-86.1387,RentLingo,0,0,1,1,0,0,0,0,0,0,1,0,2.5,Alto
2583,0,675,650,Mount Clemens,MI,42.5965,-82.8821,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2813,1,1049,667,Tampa,FL,28.0076,-82.4792,RentLingo,0,0,1,0,0,0,0,1,1,1,1,0,1.0,Medio
7999,0,2018,1259,Dallas,TX,32.8472,-96.827,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,1,2.0,Alto
2947,1,932,675,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,0,0,1,0,1,0,1,1.0,Bajo
5174,0,1800,828,Fulton,MD,39.1527,-76.9306,RentDigs.com,0,0,0,0,0,1,0,0,0,1,0,0,1.0,Alto
7113,0,2120,1081,Thornton,CO,39.9288,-104.9456,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,2.0,Alto
3586,0,1635,714,Fullerton,CA,33.8813,-117.9263,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
8516,0,3175,1500,Allston,MA,42.3584,-71.1318,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
6755,0,1595,1014,Fort Collins,CO,40.5853,-105.0839,RentDigs.com,0,0,0,0,0,0,0,1,1,1,0,0,2.0,Alto
2563,0,880,650,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Bajo
2630,1,679,652,Dallas,TX,32.8239,-96.681,RentDigs.com,0,1,0,1,0,0,0,1,1,1,0,1,1.0,Bajo
3190,1,1799,694,Dallas,TX,32.8212,-96.7853,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
6575,0,1500,998,Asheville,NC,35.5884,-82.56,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
5036,0,1799,815,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
1080,1,1000,516,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
4283,1,1962,757,Camarillo,CA,34.2299,-119.0097,RentLingo,1,0,1,1,0,0,1,1,1,1,1,0,1.0,Alto
7321,1,1499,1110,Sarasota,FL,27.3181,-82.4987,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
2085,1,635,617,Rocky Mount,NC,35.9515,-77.8025,RentLingo,1,0,1,0,0,0,1,1,1,0,1,0,1.0,Bajo
6345,1,2245,957,Englewood,NJ,40.8936,-73.9748,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
2452,1,983,648,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
4966,1,940,806,Pittsburgh,PA,40.4448,-79.9725,RentLingo,1,1,1,0,1,0,0,1,1,1,1,1,1.0,Bajo
2023,0,2060,611,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,0,0,0,0,0,1,1,0,0,1,1.0,Alto
6822,1,2069,1026,Elizabeth,NJ,40.6623,-74.2087,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
8293,0,1200,1370,Longwood,FL,28.7026,-81.3885,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
7924,1,1589,1236,Ellicott City,MD,39.2735,-76.8674,RentDigs.com,0,0,0,1,0,0,0,1,0,0,0,0,2.0,Alto
226,0,650,314,Ogden,UT,41.2321,-111.9813,RentLingo,1,1,1,0,1,0,1,1,0,1,1,0,1.5,Bajo
1013,1,674,505,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
1929,1,675,600,Las Vegas,NV,36.2548,-115.5263,RentDigs.com,0,0,1,0,1,1,0,1,1,1,1,1,1.0,Bajo
7290,0,2791,1104,Issaquah,WA,47.5311,-122.0679,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,1,2.0,Alto
5251,0,1180,836,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Medio
1404,1,635,550,West Lafayette,IN,40.4969,-86.9659,RentLingo,0,0,0,0,0,0,0,1,0,0,1,0,1.0,Bajo
2179,1,1595,625,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
697,0,485,458,Mercedes,TX,26.1605,-97.9198,RentLingo,0,0,0,0,0,0,0,1,0,0,1,0,1.5,Bajo
1124,1,1724,522,South Weymouth,MA,42.1666,-70.9511,RentLingo,1,1,1,0,1,0,1,1,1,1,1,1,2.0,Alto
3895,0,1540,735,Stanton,CA,33.8005,-117.997,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
6962,0,920,1050,Newport News,VA,37.0575,-76.4614,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,1,2.0,Bajo
5110,0,880,822,Wichita,KS,37.6836,-97.3369,RentLingo,1,1,1,0,1,0,0,1,1,1,1,1,1.0,Bajo
1778,0,810,595,Champaign,IL,40.1145,-88.2723,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.5,Bajo
6582,0,3400,1000,Boston,MA,42.328,-71.071,RentDigs.com,0,0,0,0,0,0,0,0,1,0,0,0,1.5,Alto
2634,1,1403,653,Atlanta,GA,33.7848,-84.3922,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
3489,0,1656,705,Nashville,TN,36.137,-86.783,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
7038,1,1275,1065,Colorado Springs,CO,38.8862,-104.7389,RentDigs.com,1,0,1,1,0,0,0,1,0,0,1,0,2.0,Medio
1037,0,1002,510,New London,CT,41.3498,-72.1062,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,1,1.0,Bajo
6093,1,1295,925,National City,CA,32.6691,-117.0917,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
2256,0,1121,630,Homestead,PA,40.3942,-79.9046,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,0,1.0,Medio
6913,1,6500,1045,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,0.5,Alto
2613,1,787,651,Milwaukee,WI,43.0531,-87.9659,RentLingo,1,0,0,0,0,0,0,1,1,0,1,1,1.0,Bajo
313,1,1530,369,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
2649,1,849,654,Phoenix,AZ,33.5178,-112.0848,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2281,0,2375,631,Pasadena,CA,34.1659,-118.1629,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
7401,1,1373,1124,Germantown,WI,43.2244,-88.1451,RentLingo,1,0,1,1,1,0,1,1,1,0,1,0,2.0,Medio
2547,1,970,650,Boise,ID,43.6046,-116.2475,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5512,1,1450,858,Las Vegas,NV,36.1554,-115.1733,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.0,Medio
5132,0,1895,825,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
2159,1,1139,623,Colorado Springs,CO,39.0459,-104.8179,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,2.0,Medio
3137,1,1322,690,Hillsboro,OR,45.5223,-122.9416,RentLingo,0,0,1,1,0,0,0,1,0,1,1,0,1.0,Medio
8378,0,1750,1410,Bel Air,MD,39.5361,-76.2912,RentDigs.com,0,1,0,0,0,1,0,0,0,1,0,0,2.0,Alto
5850,0,1579,900,Golden,CO,39.7131,-105.2321,RentDigs.com,0,0,0,1,0,1,1,1,1,1,0,0,1.0,Alto
9111,0,4395,2450,Honolulu,HI,21.3155,-157.8379,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Alto
6445,1,760,972,Miamisburg,OH,39.6309,-84.2621,RentDigs.com,1,1,1,1,0,1,0,1,1,1,1,1,2.0,Bajo
3967,1,735,740,Des Moines,IA,41.5927,-93.6276,RentLingo,0,0,1,0,0,0,0,1,1,1,1,0,1.5,Bajo
1428,1,1595,552,Saratoga Springs,NY,43.0791,-73.7766,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
7336,0,1315,1113,Chesapeake,VA,36.7434,-76.2257,RentDigs.com,0,0,0,0,0,0,0,0,0,1,0,0,2.0,Medio
2520,1,1150,650,Reno,NV,39.5197,-119.8342,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
6629,1,1515,1000,Chicago,IL,41.7824,-87.7753,RentDigs.com,1,0,1,0,0,0,0,1,1,0,0,1,2.0,Alto
7473,0,3167,1136,Kirkland,WA,47.6869,-122.1896,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,2.0,Alto
7628,1,1349,1174,Tampa,FL,28.0076,-82.4792,RentLingo,0,0,0,0,0,0,0,0,0,0,1,0,2.0,Medio
7750,0,2550,1200,Malden,MA,42.4299,-71.0581,Other,0,0,1,0,0,0,0,0,0,0,0,0,3.0,Alto
5602,1,875,870,Lawrence,KS,38.9571,-95.2657,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
9114,1,2195,2455,Broomfield,CO,39.9156,-105.0876,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Alto
448,0,600,400,Denver,CO,39.736,-104.9819,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
6510,1,900,980,Burley,ID,42.5303,-113.7904,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
1284,0,770,540,Yakima,WA,46.599,-120.5572,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5995,1,1870,911,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1,1,1,0,0,1,0,1,1,1,1,0,2.0,Alto
7767,0,1695,1200,Charlottesville,VA,38.041,-78.4898,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
3727,0,940,722,New Braunfels,TX,29.7398,-98.1021,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
361,0,762,395,Bellingham,WA,48.7871,-122.4437,RentLingo,1,0,1,0,1,0,1,1,1,0,1,0,1.5,Bajo
6279,1,1095,950,Vancouver,WA,45.6558,-122.5888,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
5230,0,1025,833,Coon Rapids,MN,45.1748,-93.3109,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.0,Medio
8252,1,1258,1346,Raleigh,NC,35.7181,-78.7326,RentDigs.com,0,0,0,1,0,0,0,1,0,0,0,1,2.5,Medio
8204,1,1595,1325,Raleigh,NC,35.823,-78.6438,RentLingo,1,0,1,1,0,0,0,0,0,0,1,0,1.5,Alto
6251,0,1885,950,Weymouth,MA,42.2081,-70.9524,RentDigs.com,0,0,1,0,0,0,0,1,1,0,0,1,1.5,Alto
